Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish

Turkey Diner,,item,Food,newKey,Turkey Diner,,,,,,,,Obiad z Indyka,,,,,,

TurkeyDinerDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nBaked Turkey at its best.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPieczony Indyk w najlepszym wydaniu.,,,,,,

Turkey Diner Stuffed Biscuits,,item,Food,newKey,Turkey Diner Stuffed Biscuits,,,,,,,,Obiad z Indyka: Nadziewane Bułeczki,,,,,,

TurkeyDinerStuffedBiscuitsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nTurkey with a side of baked biscuits.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nIndyk z dodatkiem pieczonych bułeczek.,,,,,,

Turkey Club Sandwich,,item,Food,newKey,Turkey Club Sandwich,,,,,,,,Kanapka Club z Indykiem,,,,,,

TurkeyClubSandwichDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nRefreshing Turkey Club Sandwich.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nOrzeźwiająca Kanapka Club z Indykiem.,,,,,,

Baked Goose,,item,Food,newKey,Baked Goose,,,,,,,,Pieczona Gęś,,,,,,

BakedGooseDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nGoose baked to perfection.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nGęś upieczona do perfekcji.,,,,,,

Raw Horse Meat,,item,Food,newKey,Raw Horse Meat,,,,,,,,Surowe Mięso z Konia,,,,,,

RawHorseMeatDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Raw Horse Ribs,,item,Food,newKey,Raw Horse Ribs,,,,,,,,Surowe Żeberka z Konia,,,,,,

RawHorseRibsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Cooked Horse Ribs,,item,Food,newKey,Cooked Horse Ribs,,,,,,,,Ugotowane Żeberka z Konia,,,,,,

CookedHorseRibsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Raw Horse Fillet,,item,Food,newKey,Raw Horse Fillet,,,,,,,,Surowy Filet z Konia,,,,,,

RawHorseFilletDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Sour Cream,,item,Food,newKey,Sour Cream,,,,,,,,Kwaśna Śmietana,,,,,,

SourCreamDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Green Onion,,item,Food,newKey,Green Onion,,,,,,,,Zielona Cebulka,,,,,,

GreenOnionDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Cauliflower,,item,Food,newKey,Cauliflower,,,,,,,,Kalafior,,,,,,

CauliflowerDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Sliced Cauliflower,,item,Food,newKey,Sliced Cauliflower,,,,,,,,Krojony Kalafior,,,,,,

SlicedCauliflowerDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Watermelon,,item,Food,newKey,Watermelon,,,,,,,,Arbuz,,,,,,

WatermelonDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSuper juicy and healthy.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nSuper soczysty i zdrowy.,,,,,,

Peas,,item,Food,newKey,Peas,,,,,,,,Groszek,,,,,,

PeasDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nEat up the greens they say!.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nZjedz swoje warzywa, jak to mówią!",,,,,,

Sliced Peaches,,item,Food,newKey,Sliced Peaches,,,,,,,,Krojone Brzoskwinie,,,,,,

SlicedPeachesDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Peach,,item,Food,newKey,Peach,,,,,,,,Brzoskwinia,,,,,,

PeachDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżywaj do przygotowywania posiłków. Jest to kluczowy składnik używany w produkcji gotowanej żywności.,,,,,,

Blackberry,,item,Food,newKey,Blackberry,,,,,,,,Jeżyna,,,,,,

BlackberryDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nFresh and juicy.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nŚwieża i soczysta.,,,,,,

Turkey Burger,,item,Food,newKey,Turkey Burger,,,,,,,,Burger z Indyka,,,,,,

TurkeyBurgerDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Razzleberry Pie,,item,Food,newKey,Razzleberry Pie,,,,,,,,Ciasto Malinowo-Jeżynowe (Razzleberry),,,,,,

RazzleberryPieDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Chocolate Cake,,item,Food,newKey,Chocolate Cake,,,,,,,,Ciasto Czekoladowe,,,,,,

ChocolateCakeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA tasty dessert!,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nSmaczny deser!,,,,,,

Fudge,,item,Food,newKey,Fudge,,,,,,,,Krówka,,,,,,

FudgeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSo rich with chocolate flavor!,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTak bogata w czekoladowy smak!,,,,,,

SmoreDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSmores are made from Graham Crackers with marshmallow and melted chocolate, these can be crafted in the Campfire but also the FarmLife Fire Surround for a lesser amount of ingredients.",,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nS'mores robi się z Krakersów Graham, pianek marshmallow i stopionej czekolady. Można je wytworzyć na Ognisku, ale także na Palenisku FarmLife zużywając mniejszą ilość składników.",,,,,,

Peach Cobbler,,item,Food,newKey,Peach Cobbler,,,,,,,,Cobbler Brzoskwiniowy,,,,,,

PeachCobblerDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Chicken Nachos,,item,Food,newKey,Chicken Nachos,,,,,,,,Nachos z Kurczakiem,,,,,,

ChickenNachosDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Potato Salad,,item,Food,newKey,Potato Salad,,,,,,,,Sałatka Ziemniaczana,,,,,,

PotatoSaladDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżywaj do przygotowywania posiłków. Jest to kluczowy składnik używany w produkcji gotowanej żywności.,,,,,,

Elk Stew,,item,Food,newKey,Elk Stew,,,,,,,,Gulasz z Łosia,,,,,,

ElkStewDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Spring Rolls,,item,Food,newKey,Spring Rolls,,,,,,,,Sajgonki,,,,,,

SpringRollsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Smoked BBQ Lamb Ribs,,item,Food,newKey,Smoked BBQ Lamb Ribs,,,,,,,,Wędzone Żeberka Jagnięce BBQ,,,,,,

SmokedBBQLambRibsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Hanger on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Haka na Mięso w Zimnej Wędzarni. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

Mustard,,item,Food,newKey,Mustard,,,,,,,,Musztarda,,,,,,

MustardDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżywaj do przygotowywania posiłków. Jest to kluczowy składnik używany w produkcji gotowanej żywności.,,,,,,

Graham Crackers,,item,Food,newKey,Graham Crackers,,,,,,,,Krakersy Graham,,,,,,

GrahamCrackersDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Marshmallows,,item,Food,newKey,Marshmallows,,,,,,,,Pianki Marshmallow,,,,,,

MarshmallowsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSticky but not icky!,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nLepkie, lecz nie krzepkie!",,,,,,

Graham Cracker Box,,item,Food,newKey,Graham Cracker Box,,,,,,,,Pudełko Krakersów Graham,,,,,,

GrahamCrackerBoxDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Marshmallow Bag,,item,Food,newKey,Marshmallow Bag,,,,,,,,Paczka Pianek Marshmallow,,,,,,

MarshmallowBagDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Cola 12pk,,item,Food,newKey,Cola 12pk,,,,,,,,12-Pak Coli,,,,,,

Cola12pkDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Mashed Potatoes,,item,Food,newKey,Mashed Potatoes,,,,,,,,Tłuczone Ziemniaki,,,,,,

MashedPotatoesDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nMashed Potatoes at their best.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTłuczone Ziemniaki w najlepszym wydaniu.,,,,,,

Biscuits and Turkey Gravy,,item,Food,newKey,Biscuits and Turkey Gravy,,,,,,,,Bułeczki z Sosem z Indyka,,,,,,

BiscuitsandTurkeyGravyDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

HamburgerPizzaDesc,,item,Tools,newKey,AHTs Hamburger Pizza is a find blend of Hamburger Diced Peppers and Grits all blended together to make that perfect pizza.,,,,,,,,"Hamburger Pizza od AHT to doskonała mieszanka hamburgera, pokrojonej w kostkę papryki i kaszy, które połączone razem tworzą idealną pizzę.",,,,,,

HawaiianPizzaDesc,,item,Tools,newKey,AHTs Hamburger Pizza is a find blend of Hamburger Diced Peppers and Pineapple all blended together to make that perfect pizza.,,,,,,,,"Hawajska Pizza od AHT to doskonała mieszanka hamburgera, pokrojonej w kostkę papryki i ananasa, które połączone razem tworzą idealną pizzę.",,,,,,

VeggiePizzaDesc,,item,Tools,newKey,AHTs Hamburger Pizza is a find blend of Fresh Butter Onion and Squash all blended together to make that perfect pizza.,,,,,,,,"Wegetariańska Pizza od AHT to doskonała mieszanka świeżego masła, cebuli i dyni, które połączone razem tworzą idealną pizzę.",,,,,,

FLCompostBin,,item,Food,newKey,FarmLife Compost Bin,,,,,,,,Kompostownik FarmLife,,,,,,

FLCompostBinDesc,,item,Tools,newKey,Can be used to create Feeds and other things at a reduced ingredient cost.,,,,,,,,Może być używany do tworzenia Pasz i innych rzeczy przy zmniejszonych kosztach składników.,,,,,,



ClothFilter,,item,Food,newKey,Simple Cloth Filter,,,,,,,,Prosty Filtr z Materiału,,,,,,

ClothFilterDesc,,item,Tools,newKey,A simple cloth filter that combines a few ingredients to help purify water.,,,,,,,,"Prosty filtr z materiału, który po połączeniu z kilkoma składnikami pomaga oczyszczać wodę.",,,,,,

SweetPotatoDesc,,item,Tools,newKey,"Sweet potatoes are packed with goodness, Serve this super root veg in in all sorts of ways including grilled or as part of a meal.",,,,,,,,"Słodkie ziemniaki są pełne dobroci. Podawaj to super warzywo korzeniowe na różne sposoby, w tym z grilla lub jako część posiłku.",,,,,,

GrilledSweetPotatoDesc,,item,Tools,newKey,Grilled Sweet Potato is packed with goodness and will keep you full for longer.,,,,,,,,"Grillowany Słodki Ziemniak jest pełen dobroci i sprawi, że będziesz syty na dłużej.",,,,,,

WaterCressDesc,,item,Tools,newKey,"Watercress is a peppery, aquatic herb known for its sharp, tangy flavor and high nutritional content.",,,,,,,,"Rukiew wodna to pieprzne, wodne zioło znane z ostrego, cierpkiego smaku i wysokiej zawartości składników odżywczych.",,,,,,

FLFireSurround,,item,Food,newKey,Fire Surround,,,,,,,,Palenisko FarmLife,,,,,,

FLFireSurroundDesc,,block,Blocks,newKey,"Type: FarmLife FirePlace (Special Item) \n\nThis item does not require the following after being crafted, Cookingpot,Beaker,Grill \nUnlocked by: FarmLife Magazines \nIt has its own custom recipes that are only crafted here\n\nThis item does not require fuel and will not run out.",,,,,,,,"Typ: Kominek FarmLife (Przedmiot Specjalny) \n\nPo wytworzeniu ten przedmiot nie wymaga: Garnka, Zlewki, Rusztu. \nOdblokowane przez: Czasopisma FarmLife \nPosiada własne, niestandardowe przepisy, które można tworzyć tylko tutaj.\n\nTen przedmiot nie wymaga paliwa i nigdy się nie wyczerpie.",,,,,,

FLCraftingBenchStation,blocks,Container,,,FL Crafting Station,,,,,,,,Stacja Rzemieślnicza FL,,,,,,

FLCraftingBenchStationDesc,,item,Food,newKey,"Type: Animal Crafting Station \nUnlocked by: Farm Life Magazine\n\nFarmlife Crafting Station is used to create anmials that can be harvested once fully grown.\n\nFarm Station And Tools Required: Animal Breeding Kit,Incubator,DNA Splicer.",,,,,,,,"Typ: Stacja Rzemieślnicza Zwierząt \nOdblokowane przez: Czasopismo Farm Life\n\nStacja Rzemieślnicza FarmLife służy do tworzenia zwierząt, z których można pozyskiwać surowce, gdy w pełni dorosną.\n\nWymagana Stacja FarmLife i Narzędzia: Zestaw do Hodowli Zwierząt, Inkubator, Spleciarka DNA.",,,,,,

FLV3SkillMagazine,,item,Food,newKey,Farm Life Magazine,,,,,,,,Czasopismo Farm Life,,,,,,

FLV3SeedsSkillMagazine,,item,Food,newKey,Farm Life Seeds Magazine,,,,,,,,Czasopismo Nasion Farm Life,,,,,,

Air of Scotland,,item,Food,newKey,Scottish Highlands Air,,,,,,,,Powietrze Szkockich Wyżyn,,,,,,

FLV3SkillMagazineDesc,,item,Food,newKey,"Type: Farm Life Perk Magazine.\n\nSpecial Item: Learn how to Craft all the various farmLife Cooking Stations, Crafting Tables and so on.\n\nImproves Farm Life crafting skill for all locked items.",,,,,,,,"Typ: Czasopismo Umiejętności Farm Life.\n\nPrzedmiot Specjalny: Dowiedz się, jak wytwarzać wszystkie Stacje Kuchenne, Stoły Rzemieślnicze FarmLife i tak dalej.\n\nZwiększa umiejętność rzemiosła Farm Life dla wszystkich zablokowanych przedmiotów.",,,,,,

FLV3SeedsSkillMagazineDesc,,item,Food,newKey,Type: Farm Life Perk Magazine.\n\nSpecial Item: Learn how to Craft all the various farmLife Seeds so you can produce your own farm without having to find plants in the wild.\n\nImproves Farm Life Seed skill for all locked items.,,,,,,,,"Typ: Czasopismo Umiejętności Farm Life.\n\nPrzedmiot Specjalny: Naucz się, jak wytwarzać różnorodne Nasiona FarmLife, abyś mógł stworzyć własną farmę bez konieczności szukania roślin w dziczy.\n\nZwiększa umiejętność tworzenia nasion Farm Life dla wszystkich zablokowanych przedmiotów.",,,,,,


Fertile Egg,items,Food,,,Hybrid Chicken Egg,,,,,,,,Hybrydowe Jajo Kurczaka,,,,,,
Fertile Turkey Egg,items,Food,,,Hybrid Turkey Egg,,,,,,,,Hybrydowe Jajo Indyka,,,,,,
Fertile Goose Egg,items,Food,,,Hybrid Goose Egg,,,,,,,,Hybrydowe Jajo Gęsi,,,,,,
Piglet,items,Food,,,Hybrid Piglet,,,,,,,,Hybrydowy Prosiak,,,,,,
Lamb,items,Food,,,Hybrid Lamb,,,,,,,,Hybrydowe Jagnię,,,,,,
Calf,items,Food,,,Hybrid Calf,,,,,,,,Hybrydowe Cielę,,,,,,
Elk Calf,items,Food,,,Hybrid Elk,,,,,,,,Hybrydowy Łoś,,,,,,
Colt,items,Food,,,Hybrid Colt,,,,,,,,Hybrydowy Źrebak,,,,,,
Bear Cub,items,Food,,,Hybrid Bear,,,,,,,,Hybrydowy Niedźwiedź,,,,,,


GrahamCrackerFudge,,item,Tools,newKey,Graham Cracker Fudge,,,,,,,,Krówka z Krakersów Graham,,,,,,
GrahamCrackerFudgeDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA freshly made Fudge using Grayham Crackers that melts in the mouth, Use the FarmLife Fire Surround to make this",,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nŚwieżo zrobiona Krówka z Krakersów Graham, która rozpływa się w ustach. Użyj Paleniska FarmLife, aby to wytworzyć.",,,,,,

GrahamCrackerLimeTart,,item,Tools,newKey,Graham Cracker Lime Tart,,,,,,,,Tarta Limonkowa na Krakersach Graham,,,,,,
GrahamCrackerLimeTartDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA freshly made Lime Tart using Grayham Crackers, Use the FarmLife Fire Surround to make this",,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nŚwieżo zrobiona Tarta Limonkowa na spodzie z Krakersów Graham. Użyj Paleniska FarmLife, aby to wytworzyć.",,,,,,

Glock9CitrusCornmealCake,,item,Tools,newKey,Glock9's Citrus Cornmeal Cake,,,,,,,,Cytrusowe Ciasto Kukurydziane Glock9,,,,,,
Glock9CitrusCornmealCakeDesc,,item,Food,newKey,"Type: Glock9 CornMeal King\n\nA freshly prepared Cake using only the best ingredients, Collected over a Very Very long period of time.\n\nJust kidding, Went out and got these today, Use the FarmLife Fire Surround to make this",,,,,,,,"Typ: Król Ciasta Kukurydzianego Glock9\n\nŚwieżo przygotowane ciasto z użyciem tylko najlepszych składników, zbieranych przez bardzo, bardzo długi czas.\n\nŻartuję, poszedłem i zdobyłem je dzisiaj. Użyj Paleniska FarmLife, aby to wytworzyć.",,,,,,

PeanutButterJelly,items,item,,,Peanut Butter 'N' Jelly,,,,,,,,Masło Orzechowe z Dżemem,,,,,,
PeanutButterJellyDesc,items,item,,,Jar of Peanut Butter 'N' Jelly used for Cooking.,,,,,,,,Słoik masła orzechowego z dżemem używany do gotowania.,,,,,,

plantWar3zukDesc,,item,Tools,newKey,Seeds can be planted so that their fruits flowers or vegetables can be harvested using either pickup or punch depending on your skill level in living off the land.,,,,,,,,"Nasiona można sadzić, aby następnie zbierać ich owoce, kwiaty lub warzywa za pomocą podnoszenia lub uderzenia, w zależności od twojego poziomu umiejętności Życie z ziemi.",,,,,,

FLCraftingBenchStation,blocks,Container,,,FL Crafting Station,,,,,,,,Stacja Rzemieślnicza FL,,,,,,

PeanutButterJellySarnie,items,Food,,,Peanut Butter 'N' Jelly Sarnie,,,,,,,,Kanapka z Masłem Orzechowym i Dżemem,,,,,,
PeanutButterJellySarnieDesc,,item,Tools,newKey,Peanut Butter Jelly Sarnie can be crafted and eaten to keep up your strength for zombie slayin.,,,,,,,,"Kanapka z Masłem Orzechowym i Dżemem może być przygotowana i zjedzona, aby utrzymać siły na zabijanie zombie.",,,,,,

HDRuckSackUpgradeDesc,,item,Tools,newKey,RuckSack Upgrade. Adds 19 Slots To Your Carry Capacity when placed into your Armor pieces.,,,,,,,,"Ulepszenie Plecaka. Dodaje 19 miejsc do twojego udźwigu, gdy zostanie zainstalowane w elementach twojego pancerza.",,,,,,

perkLivingOffTheLandRank1Desc,progression,perk For,,,Gatherer,,,,,,,,Zbieracz,,,,,,
perkLivingOffTheLandRank2Desc,progression,perk For,,,Forager,,,,,,,,Poszukiwacz,,,,,,
perkLivingOffTheLandRank3Desc,progression,perk For,,,Farmer,,,,,,,,Rolnik,,,,,,
perkLivingOffTheLandRank4Desc,progression,perk For,,,Cultivator,,,,,,,,Plantator,,,,,,
perkLivingOffTheLandRank5Desc,progression,perk For,,,Homesteader,,,,,,,,Osadnik,,,,,,

perkLivingOffTheLandRank1LongDesc,progression,perk For,,,Level 1 Doubles the harvest of wild or planted crops.\n\nFarm plots cost 20% less to craft.,,,,,,,,Poziom 1: Podwaja zbiory z dzikich lub posadzonych upraw.\n\nPola uprawne są o 20% tańsze w wytworzeniu.,,,,,,

perkLivingOffTheLandRank2LongDesc,progression,perk For,,,Level 2 Doubles the chance harvesting an extra wild or planted crop.\n\nFarm plots cost 30% less to craft.,,,,,,,,Poziom 2: Podwaja szansę na zebranie dodatkowej dzikiej lub posadzonej uprawy.\n\nPola uprawne są o 30% tańsze w wytworzeniu.,,,,,,

perkLivingOffTheLandRank3LongDesc,progression,perk For,,,Level 3 Triples the harvest of wild or planted crops plus adds the chance of an extra 1 Crop.\n\nFarm plots cost 40% less to craft.,,,,,,,,Poziom 3: Potraja zbiory z dzikich lub posadzonych upraw oraz dodaje szansę na 1 dodatkową uprawę.\n\nPola uprawne są o 40% tańsze w wytworzeniu.,,,,,,

perkLivingOffTheLandRank4LongDesc,progression,perk For,,,Level 4 Quadrupples the harvest of wild or planted crops and the chance harvesting an extra wild or planted crop.\n\nFarm plots cost 50% less to craft.,,,,,,,,Poziom 4: Zwiększa czterokrotnie zbiory z dzikich lub posadzonych upraw oraz szansę na zebranie dodatkowej dzikiej lub posadzonej uprawy.\n\nPola uprawne są o 50% tańsze w wytworzeniu.,,,,,,

perkLivingOffTheLandRank5LongDesc,progression,perk For,,,Level 5 You are now the Master of your Farming Skills and gain 7 Crops per harvest as well as a greater chance to recieve an extra Seed.\n\nFarm plots cost 60% less to craft.,,,,,,,,"Poziom 5: Jesteś teraz Mistrzem swoich Umiejętności Rolniczych i zyskujesz 7 upraw na jeden zbiór, a także większą szansę na otrzymanie dodatkowego nasiona.\n\nPola uprawne są o 60% tańsze w wytworzeniu.",,,,,,

HDAnimalTrapSmall,blocks,Container,,,HD AnimalTrap Small,,,,,,,,Mała Pułapka na Zwierzęta HD,,,,,,
